Unnamed: 0,No,filename,Date,Hr,Min,Sec,Lat,Long,Mag,GMJI,JAGI,PWJI,Unpick,Cluster,PA_start_real,flag_start,PA_start,datetime,seconds,time,foldername,PA,cluster_class,Depth,norm_lat,norm_long,norm_magnitude,norm_depth
636,670,20170428_014929,28/04/2017,1,49,29,-8.086969999999999,111.71600000000001,3.4,0,1,0,1,2,200,275,275,00:16.0,16.024,16.024,20170428_014929crop,200,1,126.932,-8.086969999999999,111.71600000000001,3.4,126.932
